onset	duration	label
10.415	2.56	eyes_closed	
13.97	2.56	eyes_closed	
24.035	2.56	eyes_closed	
32.855	2.56	eyes_closed	
41.83	2.56	eyes_closed	
45.155	2.56	eyes_closed	
51.155	2.56	eyes_closed	
69.155	2.56	eyes_closed	
75.155	2.56	eyes_closed	
81.155	2.56	eyes_closed	
87.155	2.56	eyes_closed	
99.155	2.56	eyes_closed	
105.155	2.56	eyes_closed	
135.41	2.56	eyes_closed	
144.065	2.56	eyes_closed	
151.76	2.56	eyes_closed	
165.65	2.56	eyes_closed	
170.375	2.56	eyes_closed	
179.66	2.56	eyes_closed	
208.985	2.56	eyes_closed	
