onset	duration	label
4.97	2.56	eyes_closed	
8.435	2.56	eyes_closed	
17.27	2.56	eyes_closed	
22.49	2.56	eyes_closed	
28.415	2.56	eyes_closed	
35.37	2.56	eyes_closed	
45.02	2.56	eyes_closed	
51.02	2.56	eyes_closed	
63.02	2.56	eyes_closed	
69.02	2.56	eyes_closed	
75.02	2.56	eyes_closed	
86	2.56	eyes_closed	
106.565	2.56	eyes_closed	
113.885	2.56	eyes_closed	
125.74	2.56	eyes_closed	
131.875	2.56	eyes_closed	
143.875	2.56	eyes_closed	
149.155	2.56	eyes_closed	
157.84	2.56	eyes_closed	
305.765	2.56	eyes_closed	
