onset	duration	label
14.87	2.56	sue o_espontaneo	
40.71	2.56	sue o_espontaneo	
47.67	2.56	sue o_espontaneo	
57.465	2.56	sue o_espontaneo	
61.215	2.56	sue o_espontaneo	
64.395	2.56	sue o_espontaneo	
110.915	2.56	sue o_espontaneo	
125.075	2.56	sue o_espontaneo	
164.095	2.545	sue o_espontaneo	
197.875	2.56	sue o_espontaneo	
249.425	2.56	sue o_espontaneo	
284.595	2.56	sue o_espontaneo	
313.75	2.56	sue o_espontaneo	
321.885	2.56	sue o_espontaneo	
376.85	2.56	sue o_espontaneo	
448.735	2.56	sue o_espontaneo	
461.365	2.56	sue o_espontaneo	
468.505	2.56	sue o_espontaneo	
486.705	2.56	sue o_espontaneo	
515.865	2.56	sue o_espontaneo	
598.005	2.56	sue o_espontaneo	
634.79	2.56	sue o_espontaneo	
643.99	2.56	sue o_espontaneo	
654.275	2.56	sue o_espontaneo	
661.415	2.56	sue o_espontaneo	
702.765	2.56	sue o_espontaneo	
