onset	duration	label
10.145	2.56	eyes_closed	
13.34	2.56	eyes_closed	
16.49	2.56	eyes_closed	
19.465	2.56	eyes_closed	
24.05	2.56	eyes_closed	
28.805	2.56	eyes_closed	
43.285	2.56	eyes_closed	
55.28	2.56	eyes_closed	
58.985	2.56	eyes_closed	
63.545	2.56	eyes_closed	
69.185	2.56	eyes_closed	
81.185	2.56	eyes_closed	
87.185	2.56	eyes_closed	
102.5	2.56	eyes_closed	
107.54	2.56	eyes_closed	
120.53	2.56	eyes_closed	
132.17	2.56	eyes_closed	
138.305	2.56	eyes_closed	
144.125	2.56	eyes_closed	
168.125	2.56	eyes_closed	
