onset	duration	label
21.815	2.56	eyes_closed	
26.84	2.56	eyes_closed	
31.145	2.56	eyes_closed	
43.145	2.56	eyes_closed	
46.925	2.56	eyes_closed	
51.035	2.56	eyes_closed	
60.005	2.56	eyes_closed	
66.005	2.56	eyes_closed	
73.97	2.56	eyes_closed	
77.57	2.56	eyes_closed	
81.575	2.56	eyes_closed	
91.19	2.56	eyes_closed	
95.225	2.56	eyes_closed	
107.225	2.56	eyes_closed	
119.225	2.56	eyes_closed	
125.885	2.56	eyes_closed	
131.93	2.56	eyes_closed	
136.355	2.56	eyes_closed	
145.895	2.56	eyes_closed	
163.835	2.56	eyes_closed	
