onset	duration	label
12.685	2.56	eyes_closed	
16.325	2.56	eyes_closed	
19.97	2.56	eyes_closed	
25.76	2.56	eyes_closed	
30.56	2.56	eyes_closed	
36.5	2.56	eyes_closed	
53.57	2.56	eyes_closed	
77.57	2.56	eyes_closed	
106.205	2.56	eyes_closed	
112.415	2.56	eyes_closed	
128.015	2.56	eyes_closed	
131.615	2.56	eyes_closed	
135.56	2.56	eyes_closed	
147.56	2.56	eyes_closed	
158.42	2.56	eyes_closed	
168.005	2.56	eyes_closed	
177.98	2.56	eyes_closed	
182.795	2.56	eyes_closed	
195.86	2.56	eyes_closed	
213.455	2.56	eyes_closed	
