onset	duration	label
36.105	2.56	eyes_closed	
57.965	2.56	eyes_closed	
66.29	2.56	eyes_closed	
109.88	2.56	eyes_closed	
126.305	2.56	eyes_closed	
132.665	2.56	eyes_closed	
281.33	2.56	eyes_closed	
284.025	2.56	eyes_closed	
288.725	2.56	eyes_closed	
292.1	2.56	eyes_closed	
296.855	2.56	eyes_closed	
299.965	2.56	eyes_closed	
304.135	2.56	eyes_closed	
331.15	2.56	eyes_closed	
334.86	2.56	eyes_closed	
344.965	2.56	eyes_closed	
375.205	2.56	eyes_closed	
384.25	2.56	eyes_closed	
403.3	2.56	eyes_closed	
411.325	2.56	eyes_closed	
415.06	2.56	eyes_closed	
443.005	2.56	eyes_closed	
513.73	2.56	eyes_closed	
914.59	2.56	eyes_closed	
