onset	duration	label
481.725	2.56	eyes_closed	
490.99	2.56	eyes_closed	
501.79	2.56	eyes_closed	
507.605	2.56	eyes_closed	
515.41	0.43	eyes_closed	
521.81	2.56	eyes_closed	
536.885	2.56	eyes_closed	
552.635	2.56	eyes_closed	
558.485	2.56	eyes_closed	
562.56	2.56	eyes_closed	
575.11	2.56	eyes_closed	
578.765	2.56	eyes_closed	
583.88	2.56	eyes_closed	
588.17	2.56	eyes_closed	
595.43	2.56	eyes_closed	
643.43	2.56	eyes_closed	
659.435	2.56	eyes_closed	
707.66	2.56	eyes_closed	
726.05	2.56	eyes_closed	
752.645	2.56	eyes_closed	
756.53	2.56	eyes_closed	
762.455	2.56	eyes_closed	
773.255	2.56	eyes_closed	
783.025	2.56	eyes_closed	
793.82	2.56	eyes_closed	
799.27	2.56	eyes_closed	
