onset	duration	label
1.79	2.56	eyes_closed	
5.45	2.56	eyes_closed	
11.33	2.56	eyes_closed	
15.14	2.56	eyes_closed	
19.01	2.56	eyes_closed	
22.28	2.56	eyes_closed	
60.44	2.56	eyes_closed	
65.525	2.56	eyes_closed	
72.575	2.56	eyes_closed	
76.685	2.56	eyes_closed	
115.205	2.56	eyes_closed	
174.47	2.56	eyes_closed	
200.27	2.56	eyes_closed	
216.755	2.56	eyes_closed	
227.555	2.56	eyes_closed	
248.885	2.56	eyes_closed	
255.29	2.56	eyes_closed	
260.33	2.56	eyes_closed	
297.125	2.56	eyes_closed	
302.885	2.56	eyes_closed	
305.585	2.56	eyes_closed	
310.1	2.56	eyes_closed	
318.77	2.56	eyes_closed	
