onset	duration	label
38.855	2.56	sue o_espontaneo	
59.09	2.56	sue o_espontaneo	
76.565	2.56	sue o_espontaneo	
87.945	2.56	sue o_espontaneo	
120.89	2.56	sue o_espontaneo	
128.01	2.56	sue o_espontaneo	
149	2.56	sue o_espontaneo	
172.5	2.56	sue o_espontaneo	
175.16	2.56	sue o_espontaneo	
195.69	2.56	sue o_espontaneo	
210.255	2.56	sue o_espontaneo	
240.02	2.56	sue o_espontaneo	
245.015	2.56	sue o_espontaneo	
291.355	2.56	sue o_espontaneo	
309.73	2.56	sue o_espontaneo	
377.17	2.56	sue o_espontaneo	
389.44	2.56	sue o_espontaneo	
397.355	2.56	sue o_espontaneo	
400.07	2.56	sue o_espontaneo	
410.51	2.56	sue o_espontaneo	
432.98	2.56	sue o_espontaneo	
436.7	2.56	sue o_espontaneo	
447.8	2.56	sue o_espontaneo	
451.935	2.56	sue o_espontaneo	
464.555	2.56	sue o_espontaneo	
467.99	2.56	sue o_espontaneo	
476.225	2.56	sue o_espontaneo	
480.875	2.56	sue o_espontaneo	
484.44	2.56	sue o_espontaneo	
494.33	2.56	sue o_espontaneo	
504.3	2.56	sue o_espontaneo	
