onset	duration	label
7.145	2.56	eyes_closed	
21.95	2.56	eyes_closed	
26.585	2.56	eyes_closed	
46.205	2.56	eyes_closed	
55.58	2.56	eyes_closed	
71.585	2.56	eyes_closed	
78.32	2.56	eyes_closed	
86.345	2.56	eyes_closed	
93.77	2.56	eyes_closed	
103.64	2.56	eyes_closed	
115.64	2.56	eyes_closed	
132.785	2.56	eyes_closed	
139.37	2.56	eyes_closed	
143.045	2.56	eyes_closed	
147.2	2.56	eyes_closed	
153.5	2.56	eyes_closed	
163.235	2.56	eyes_closed	
179.045	2.56	eyes_closed	
185.465	2.56	eyes_closed	
191.975	2.56	eyes_closed	
