onset	duration	label
6.29	2.56	eyes_closed	
9.44	2.56	eyes_closed	
12.59	2.56	eyes_closed	
36.59	2.56	eyes_closed	
41.12	2.56	eyes_closed	
48.995	2.56	eyes_closed	
54.29	2.56	eyes_closed	
58.775	2.56	eyes_closed	
75.125	2.56	eyes_closed	
81.125	2.56	eyes_closed	
114.935	2.56	eyes_closed	
126.935	2.56	eyes_closed	
138.935	2.56	eyes_closed	
142.64	2.56	eyes_closed	
151.58	2.56	eyes_closed	
163.58	2.56	eyes_closed	
169.295	2.56	eyes_closed	
178.055	2.56	eyes_closed	
183.11	2.56	eyes_closed	
231.11	2.56	eyes_closed	
