onset	duration	label
71	2.56	eyes_closed	
78.725	2.56	eyes_closed	
87.575	2.56	eyes_closed	
99.575	2.56	eyes_closed	
113.295	2.56	eyes_closed	
136.52	2.56	eyes_closed	
146.945	2.56	eyes_closed	
150.275	2.56	eyes_closed	
162.275	2.56	eyes_closed	
170.555	2.56	eyes_closed	
178.145	2.56	eyes_closed	
181.835	2.56	eyes_closed	
184.985	2.56	eyes_closed	
189.515	2.56	eyes_closed	
225.515	2.56	eyes_closed	
236.84	2.56	eyes_closed	
247.445	2.56	eyes_closed	
286.715	2.56	eyes_closed	
295.505	2.56	eyes_closed	
299.06	2.56	eyes_closed	
