onset	duration	label
3.08	2.56	sue o_espontaneo	
12.72	2.56	sue o_espontaneo	
39.365	2.56	sue o_espontaneo	
46.82	2.56	sue o_espontaneo	
49.58	2.56	sue o_espontaneo	
54.545	2.56	sue o_espontaneo	
57.67	2.56	sue o_espontaneo	
65.485	2.545	sue o_espontaneo	
82.55	2.56	sue o_espontaneo	
101.23	2.56	sue o_espontaneo	
105.415	2.56	sue o_espontaneo	
113.53	2.56	sue o_espontaneo	
118.1	2.56	sue o_espontaneo	
125.3	2.56	sue o_espontaneo	
130.92	2.56	sue o_espontaneo	
138.41	2.56	sue o_espontaneo	
162.48	2.56	sue o_espontaneo	
171.065	2.56	sue o_espontaneo	
175.77	2.56	sue o_espontaneo	
197.05	2.56	sue o_espontaneo	
318.195	2.56	sue o_espontaneo	
345.415	2.56	sue o_espontaneo	
408.71	2.56	sue o_espontaneo	
422.945	2.56	sue o_espontaneo	
517.74	2.56	sue o_espontaneo	
678.02	2.56	sue o_espontaneo	
686.87	2.56	sue o_espontaneo	
