onset	duration	label
3.965	2.56	eyes_closed	
8.33	2.56	eyes_closed	
14.33	2.56	eyes_closed	
20.33	2.56	eyes_closed	
26.33	2.56	eyes_closed	
32.33	2.56	eyes_closed	
38.33	2.56	eyes_closed	
43.835	2.56	eyes_closed	
47.495	2.56	eyes_closed	
53.495	2.56	eyes_closed	
60.26	2.56	eyes_closed	
84.26	2.56	eyes_closed	
91.22	2.56	eyes_closed	
98	2.56	eyes_closed	
101.375	2.56	eyes_closed	
108.29	2.56	eyes_closed	
114.335	2.56	eyes_closed	
144.17	2.56	eyes_closed	
151.61	2.56	eyes_closed	
163.61	2.56	eyes_closed	
