onset	duration	label
2.975	2.56	eyes_closed	
6.8	2.56	eyes_closed	
10.9	2.56	eyes_closed	
15.53	2.56	eyes_closed	
18.68	2.56	eyes_closed	
26.81	2.56	eyes_closed	
74.81	2.56	eyes_closed	
86.81	2.56	eyes_closed	
94.7	2.56	eyes_closed	
98.03	2.56	eyes_closed	
122.03	2.56	eyes_closed	
125.005	2.56	eyes_closed	
128.155	2.56	eyes_closed	
145.205	2.56	eyes_closed	
150.575	2.56	eyes_closed	
174.335	2.56	eyes_closed	
179.54	2.56	eyes_closed	
193.43	2.56	eyes_closed	
216.2	2.56	eyes_closed	
232.1	2.56	eyes_closed	
