onset	duration	label
40.465	2.56	eyes_closed	
52.815	2.56	eyes_closed	
86.245	2.56	eyes_closed	
135.245	2.56	eyes_closed	
142.435	2.56	eyes_closed	
145.435	2.56	eyes_closed	
149.58	2.56	eyes_closed	
208.405	2.56	eyes_closed	
215.015	2.56	eyes_closed	
217.64	2.56	eyes_closed	
298.49	2.56	eyes_closed	
400.475	2.56	eyes_closed	
428.685	2.56	eyes_closed	
561.515	2.56	eyes_closed	
614.025	2.56	eyes_closed	
626.46	2.56	eyes_closed	
642.62	2.56	eyes_closed	
652.85	2.56	eyes_closed	
658.28	2.56	eyes_closed	
664.215	2.56	eyes_closed	
730.065	2.56	eyes_closed	
795.015	2.56	eyes_closed	
897.32	2.56	eyes_closed	
946.56	2.56	eyes_closed	
