onset	duration	label
6.065	2.56	eyes_closed	
13.565	2.56	eyes_closed	
25.435	2.56	eyes_closed	
36.23	2.56	eyes_closed	
47.03	2.56	eyes_closed	
56.095	2.56	eyes_closed	
66.89	2.56	eyes_closed	
80.825	2.56	eyes_closed	
91.79	2.56	eyes_closed	
103.7	2.56	eyes_closed	
113.18	2.56	eyes_closed	
134.78	2.56	eyes_closed	
145.58	2.56	eyes_closed	
158.65	2.56	eyes_closed	
168.305	2.56	eyes_closed	
179.105	2.56	eyes_closed	
186.365	2.56	eyes_closed	
198.86	2.56	eyes_closed	
206.435	2.56	eyes_closed	
220.85	2.56	eyes_closed	
241.065	2.56	eyes_closed	
249.05	2.56	eyes_closed	
276.26	2.56	eyes_closed	
282.59	2.56	eyes_closed	
295.235	2.56	eyes_closed	
