onset	duration	label
340.485	2.56	eyes_closed	
348.425	2.56	eyes_closed	
356.09	2.56	eyes_closed	
399.76	2.56	eyes_closed	
411.305	2.56	eyes_closed	
430.94	2.56	eyes_closed	
434.375	2.56	eyes_closed	
440.54	2.56	eyes_closed	
446.405	2.56	eyes_closed	
451.37	2.56	eyes_closed	
470.085	2.56	eyes_closed	
475.99	2.56	eyes_closed	
537.575	2.56	eyes_closed	
540.65	2.56	eyes_closed	
553.365	2.56	eyes_closed	
582.95	2.56	eyes_closed	
585.635	2.56	eyes_closed	
612.59	2.56	eyes_closed	
635.84	2.56	eyes_closed	
649.31	2.56	eyes_closed	
666.635	2.56	eyes_closed	
760.04	2.56	eyes_closed	
918.395	2.56	eyes_closed	
997.895	2.56	eyes_closed	
