onset	duration	label
0.005	2.56	eyes_closed	
6.005	2.56	eyes_closed	
11.795	2.56	eyes_closed	
16.025	2.56	eyes_closed	
31.775	2.56	eyes_closed	
40.325	2.56	eyes_closed	
67.895	2.56	eyes_closed	
75.095	2.56	eyes_closed	
85.865	2.56	eyes_closed	
95.435	2.56	eyes_closed	
100.25	2.56	eyes_closed	
103.565	2.56	eyes_closed	
109.235	2.56	eyes_closed	
114.29	2.56	eyes_closed	
135.08	2.56	eyes_closed	
153.08	2.56	eyes_closed	
159.08	2.56	eyes_closed	
170.045	2.56	eyes_closed	
210.485	2.56	eyes_closed	
231.26	2.56	eyes_closed	
