onset	duration	label
4.865	2.56	eyes_closed	
23.585	2.56	eyes_closed	
34.75	2.56	eyes_closed	
45.545	2.56	eyes_closed	
56.345	2.56	eyes_closed	
67.145	2.56	eyes_closed	
77.945	2.56	eyes_closed	
88.745	2.56	eyes_closed	
99.88	2.56	eyes_closed	
119.015	2.56	eyes_closed	
183.815	2.56	eyes_closed	
270.215	2.56	eyes_closed	
356.615	2.56	eyes_closed	
362.99	2.56	eyes_closed	
367.805	2.56	eyes_closed	
405.485	2.56	eyes_closed	
411.905	2.56	eyes_closed	
421.775	2.56	eyes_closed	
432.575	2.56	eyes_closed	
443.375	2.56	eyes_closed	
626.975	2.56	eyes_closed	
653.87	2.56	eyes_closed	
670.88	2.56	eyes_closed	
