onset	duration	label
0.005	2.56	eyes_closed	
43.205	2.56	eyes_closed	
61.58	2.56	eyes_closed	
64.79	2.56	eyes_closed	
69.965	2.56	eyes_closed	
92.755	2.56	eyes_closed	
97.205	2.56	eyes_closed	
126.5	2.56	eyes_closed	
155.695	2.56	eyes_closed	
196.43	2.56	eyes_closed	
201.635	2.56	eyes_closed	
238.415	2.56	eyes_closed	
385.975	2.56	eyes_closed	
402.305	2.56	eyes_closed	
414.225	2.56	eyes_closed	
421.675	2.56	eyes_closed	
429.65	2.56	eyes_closed	
449.94	2.56	eyes_closed	
507	2.56	eyes_closed	
526.855	2.56	eyes_closed	
