onset	duration	label
4.32	2.635	eyes_closed	
13.02	2.635	eyes_closed	
17.23	2.69	eyes_closed	
23.885	2.605	eyes_closed	
30.62	2.675	eyes_closed	
46.125	2.715	eyes_closed	
49.53	2.57	eyes_closed	
52.165	2.595	eyes_closed	
57.11	2.62	eyes_closed	
67.89	2.66	eyes_closed	
80.04	2.65	eyes_closed	
89.18	5.415	eyes_closed	
94.735	5.185	eyes_closed	
100.08	2.665	eyes_closed	
102.88	2.635	eyes_closed	
105.555	2.635	eyes_closed	
113.59	2.77	eyes_closed	
116.525	2.905	eyes_closed	
123.355	5.635	eyes_closed	
136.77	2.73	eyes_closed	
140.08	2.69	eyes_closed	
150.25	2.61	eyes_closed	
162.225	6.805	eyes_closed	
174.975	4.265	eyes_closed	
185.635	2.675	eyes_closed	
188.43	2.705	eyes_closed	
191.91	2.74	eyes_closed	
194.735	2.81	eyes_closed	
197.72	2.66	eyes_closed	
200.49	2.645	eyes_closed	
203.79	2.675	eyes_closed	
212.275	2.795	eyes_closed	
220.08	5.325	eyes_closed	
234.705	2.84	eyes_closed	
249.68	5.34	eyes_closed	
