onset	duration	label
0.195	2.56	eyes_closed	
3.625	2.54	eyes_closed	
16.285	2.56	eyes_closed	
19.525	2.56	eyes_closed	
22.465	2.56	eyes_closed	
29.045	2.56	eyes_closed	
31.945	2.56	eyes_closed	
34.745	2.56	eyes_closed	
37.725	2.56	eyes_closed	
45.885	2.56	eyes_closed	
48.825	2.56	eyes_closed	
51.485	2.56	eyes_closed	
54.325	2.56	eyes_closed	
59.625	2.56	eyes_closed	
62.605	2.56	eyes_closed	
65.465	2.56	eyes_closed	
68.245	2.56	eyes_closed	
72.825	2.4	eyes_closed	
79.465	2.4	eyes_closed	
82.085	2.4	eyes_closed	
87.225	2.56	eyes_closed	
94.025	2.56	eyes_closed	
102.045	2.56	eyes_closed	
891.44	2.56	eyes_closed	
