onset	duration	label
0.14	2.56	eyes_closed	
8	2.56	eyes_closed	
37.61	2.56	eyes_closed	
56.6	2.56	eyes_closed	
65.545	2.56	eyes_closed	
76.62	2.56	eyes_closed	
81.08	2.56	eyes_closed	
93.12	2.56	eyes_closed	
110.165	2.56	eyes_closed	
120.965	2.56	eyes_closed	
131.765	2.56	eyes_closed	
138.575	2.56	eyes_closed	
163.22	2.56	eyes_closed	
174.02	2.56	eyes_closed	
184.82	2.56	eyes_closed	
206.42	2.56	eyes_closed	
238.32	2.56	eyes_closed	
249.62	2.56	eyes_closed	
259.795	2.56	eyes_closed	
270.59	2.56	eyes_closed	
282.54	2.56	eyes_closed	
293.79	2.56	eyes_closed	
