onset	duration	label
0.735	2.715	eyes_closed	
12.22	2.635	eyes_closed	
16.525	2.62	eyes_closed	
20.57	2.715	eyes_closed	
32.67	2.62	eyes_closed	
37.365	2.62	eyes_closed	
43.79	2.675	eyes_closed	
61.52	3.015	eyes_closed	
65.475	2.605	eyes_closed	
118.685	2.59	eyes_closed	
126.68	2.705	eyes_closed	
133.225	2.595	eyes_closed	
169.49	2.705	eyes_closed	
203.07	2.605	eyes_closed	
207.905	2.685	eyes_closed	
225.39	2.65	eyes_closed	
235.56	2.62	eyes_closed	
241.14	2.58	eyes_closed	
244.155	2.605	eyes_closed	
263.11	2.635	eyes_closed	
274.83	2.74	eyes_closed	
283.695	2.58	eyes_closed	
302.335	2.635	eyes_closed	
305.16	2.69	eyes_closed	
