onset	duration	label
12.74	2.56	eyes_closed	
27.44	2.56	eyes_closed	
61.115	2.56	eyes_closed	
67.85	2.56	eyes_closed	
78.045	2.56	eyes_closed	
89.45	2.56	eyes_closed	
93.635	2.56	eyes_closed	
110.255	2.56	eyes_closed	
121.385	2.56	eyes_closed	
132.185	2.56	eyes_closed	
137.02	2.56	eyes_closed	
174.805	2.56	eyes_closed	
180.22	2.56	eyes_closed	
185.6	2.56	eyes_closed	
196.4	2.56	eyes_closed	
207.225	2.56	eyes_closed	
211.885	2.56	eyes_closed	
215.305	2.545	eyes_closed	
222.685	2.56	eyes_closed	
236.53	2.56	eyes_closed	
243.445	2.56	eyes_closed	
254.25	2.56	eyes_closed	
266.155	2.56	eyes_closed	
