onset	duration	label
7.175	2.56	eyes_closed	
12.11	2.56	eyes_closed	
21.67	2.56	eyes_closed	
44.325	2.56	eyes_closed	
58.49	2.56	eyes_closed	
65.51	2.56	eyes_closed	
79.61	2.56	eyes_closed	
112.015	2.56	eyes_closed	
120.455	2.56	eyes_closed	
125.72	2.56	eyes_closed	
152.015	2.56	eyes_closed	
159.155	2.56	eyes_closed	
166.415	2.56	eyes_closed	
201.26	2.56	eyes_closed	
212.285	2.56	eyes_closed	
234.56	2.56	eyes_closed	
293.895	2.56	eyes_closed	
352.04	2.56	eyes_closed	
395.24	2.56	eyes_closed	
468.56	2.56	eyes_closed	
481.43	2.56	eyes_closed	
487.44	2.56	eyes_closed	
514.175	2.56	eyes_closed	
